provider,model_display,prompt_id,category,variant,category_type,score_affordability,score_cultural,score_feasibility,score_adherence,adherence_applicable_branches,adherence_b1_financial,adherence_b2_cultural,adherence_b3_lifestyle,cosine_full,cosine_ingredients,cosine_structural,jaccard_ingredients,wd_coverage,western_centricity,bls_coverage,thrifty_classification,thrifty_ratio,feasibility_assessment,comp_coverage,moderate_equiv_minutes,affordability_parse_error,cultural_parse_error,feasibility_parse_error,adherence_parse_error
openai,GPT-4o-mini,lif_con_07,lifestyle,constrained,Equipment,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.1673,1.0,0.0724,1.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.3181818181818182,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_08,lifestyle,constrained,Schedule,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.0783,0.0651,0.0035,0.6667,0.6944444444444444,0.051,0.0851063829787234,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_09,lifestyle,constrained,Work,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.2182,1.0,0.0563,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_10,lifestyle,constrained,Health,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.2619,0.1062,0.0622,0.6667,0.8695652173913043,0.017,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_11,lifestyle,constrained,Schedule,5,5,3,5.0,1,not_applicable,not_applicable,yes,0.1837,0.1264,0.0146,0.7895,0.6428571428571429,0.0,0.1,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_12,lifestyle,constrained,Work,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.2042,0.2562,0.1803,1.0,0.5,0.0,0.16666666666666666,no_cost_provided,,indeterminate_horizon,0.6666666666666666,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_13,lifestyle,constrained,Schedule,5,5,3,5.0,1,not_applicable,not_applicable,yes,0.1264,0.1369,0.0222,0.5,0.6666666666666666,0.0,0.14285714285714285,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_14,lifestyle,constrained,Equipment,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.1221,0.1077,0.0439,0.7941,0.4528301886792453,0.071,0.02857142857142857,no_cost_provided,,minimal,0.2857142857142857,20.0,False,False,False,False
openai,GPT-4o-mini,lif_con_15,lifestyle,constrained,Access,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.1453,0.1516,0.0,0.6667,0.8235294117647058,0.0,0.23529411764705882,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_16,lifestyle,constrained,Time,5,5,3,5.0,1,not_applicable,not_applicable,yes,0.1417,0.0656,0.064,0.625,0.7317073170731707,0.077,0.03225806451612903,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_17,lifestyle,constrained,Behavioral,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.2264,1.0,0.1075,1.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.75,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_18,lifestyle,constrained,Schedule,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.1413,0.1108,0.0076,0.6667,0.6153846153846154,0.045,0.058823529411764705,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_19,lifestyle,constrained,Equipment,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.175,0.0829,0.087,0.82,0.6964285714285714,0.053,0.02857142857142857,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
openai,GPT-4o-mini,lif_con_20,lifestyle,constrained,Health,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.1276,0.1018,0.0134,0.8286,0.7241379310344828,0.0,0.1111111111111111,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_01,cultural,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.342,0.3367,0.0419,1.0,1.0,0.167,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_02,cultural,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.2964,0.1831,0.0056,0.8929,1.0,0.072,0.05405405405405406,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_03,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.3247,0.3198,0.2389,1.0,1.0,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_04,cultural,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.3544,0.1721,0.0241,0.9286,1.0,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_05,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.5617,0.2304,0.0,0.8929,1.0,0.0,0.05,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_06,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.1624,0.1931,0.0,0.8333,0.7692307692307693,0.077,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_07,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.441,0.1673,0.0414,0.9024,0.8928571428571429,0.054,0.07142857142857142,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_08,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.3196,0.138,0.0,0.7778,0.23076923076923078,0.333,0.125,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_09,cultural,baseline,,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.3568,1.0,0.1696,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.125,2.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_10,cultural,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.3597,1.0,0.2219,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_11,cultural,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.3423,1.0,0.2576,1.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_12,cultural,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.2253,1.0,0.0267,0.0,0.0,,0.0,no_cost_provided,,minimal,0.5,5.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_13,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.5023,1.0,0.1048,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_14,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2239,0.1658,0.274,0.6667,0.6666666666666666,0.0,0.1111111111111111,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_15,cultural,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.4274,1.0,0.0712,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.2,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_16,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.3193,0.4374,0.0,1.0,0.6,0.0,0.2,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_17,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2556,0.1905,0.2965,0.8929,0.9047619047619048,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_18,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.5111,1.0,0.0357,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.4,60.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_19,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.5706,1.0,0.0,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_base_20,cultural,baseline,,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.4789,0.3722,0.0353,1.0,0.375,0.0,0.2,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_01,cultural,constrained,South Indian Cuisine,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.342,0.3367,0.0419,1.0,1.0,0.029,0.07142857142857142,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_02,cultural,constrained,West African Cuisine,5,5,3,5.0,1,not_applicable,yes,not_applicable,0.2964,0.1831,0.0056,0.8929,0.7,0.029,0.08,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_03,cultural,constrained,Cultural/Cuisine,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.3247,0.3198,0.2389,1.0,0.7,0.071,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_04,cultural,constrained,Cultural/Tradition,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.3544,0.1721,0.0241,0.9286,0.5238095238095238,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_05,cultural,constrained,Medicinal,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.5617,0.2304,0.0,0.8929,0.75,0.077,0.09090909090909091,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_06,cultural,constrained,Heritage,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.1624,0.1931,0.0,0.8333,0.7058823529411765,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_07,cultural,constrained,Tradition,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.441,0.1673,0.0414,0.9024,0.7647058823529411,0.062,0.058823529411764705,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_08,cultural,constrained,Religious,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.3196,0.138,0.0,0.7778,0.07142857142857142,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_09,cultural,constrained,Medicinal Fit,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.3568,1.0,0.1696,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_10,cultural,constrained,Social Nutrition,5,5,3,5.0,1,not_applicable,yes,not_applicable,0.3597,1.0,0.2219,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_11,cultural,constrained,Middle Eastern Cuisine,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.3423,1.0,0.2576,1.0,1.0,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_12,cultural,constrained,Gender Norms,5,5,5,5.0,2,not_applicable,yes,yes,0.2253,1.0,0.0267,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.2,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_13,cultural,constrained,Urban Environment,5,5,4,3.0,2,not_applicable,no,yes,0.5023,1.0,0.1048,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.42857142857142855,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_14,cultural,constrained,Tradition,5,4,4,5.0,1,not_applicable,yes,not_applicable,0.2239,0.1658,0.274,0.6667,0.6666666666666666,0.0,0.0,no_cost_provided,,indeterminate_horizon,1.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_15,cultural,constrained,Community Labor,5,5,4,5.0,2,not_applicable,yes,yes,0.4274,1.0,0.0712,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.05555555555555555,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_16,cultural,constrained,Religious Fasting,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.3193,0.4374,0.0,1.0,0.75,0.0,0.05263157894736842,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_17,cultural,constrained,Cuisine,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.2556,0.1905,0.2965,0.8929,0.7272727272727273,0.111,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_18,cultural,constrained,Heritage,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.5111,1.0,0.0357,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_19,cultural,constrained,Religious,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.5706,1.0,0.0,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,cul_con_20,cultural,constrained,Tradition,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.4789,0.3722,0.0353,1.0,0.42857142857142855,0.059,0.1111111111111111,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_01,financial,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.1896,0.2059,0.0409,0.8,1.0,0.029,0.05555555555555555,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_02,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.1802,0.035,0.0,0.6,0.47058823529411764,0.077,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_03,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.4016,0.1858,0.2168,0.8684,0.8260869565217391,0.053,0.043478260869565216,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_04,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2318,0.0958,0.0,0.7143,0.7272727272727273,0.094,0.18181818181818182,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_05,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.373,0.1826,0.0,0.8,0.9166666666666666,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_06,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2097,0.0908,0.0605,0.76,0.5483870967741935,0.0,0.09523809523809523,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_07,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.4232,0.1234,0.0,0.6,1.0,0.0,0.08333333333333333,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_08,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2348,0.2761,0.1814,0.8846,0.8181818181818182,0.0,0.045454545454545456,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_09,financial,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.2281,0.1348,0.027,0.9194,0.8095238095238095,0.0,0.10810810810810811,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_10,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.3793,0.1047,0.0,0.7647,0.7857142857142857,0.062,0.14285714285714285,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_11,financial,baseline,,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.2213,0.1405,0.3963,0.8889,0.5625,0.067,0.07142857142857142,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_12,financial,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.1529,0.1274,0.0438,0.8333,0.6,0.065,0.07407407407407407,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_13,financial,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.3109,0.2133,0.0363,0.92,0.7777777777777778,0.042,0.058823529411764705,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_14,financial,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.3068,1.0,0.0193,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_15,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.4118,0.2341,0.2642,0.9615,0.8888888888888888,0.05,0.05555555555555555,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_16,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2468,0.0842,0.0,0.6957,0.9375,0.0,0.0625,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_17,financial,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.235,0.17,0.0772,0.8421,0.7142857142857143,0.0,0.1,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_18,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2632,0.3163,0.045,0.9167,0.5833333333333334,0.143,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_19,financial,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.2598,0.179,0.0615,0.9483,0.7142857142857143,0.066,0.045454545454545456,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_base_20,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.293,0.2166,0.0414,0.931,0.9,0.034,0.1,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_01,financial,constrained,Budget,3,5,4,5.0,1,yes,not_applicable,not_applicable,0.1896,0.2059,0.0409,0.8,1.0,0.053,0.16666666666666666,near_moderate,1.608,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_02,financial,constrained,Access,4,5,5,5.0,1,yes,not_applicable,not_applicable,0.1802,0.035,0.0,0.6,0.4444444444444444,0.154,0.1111111111111111,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_03,financial,constrained,Budget,5,5,5,5.0,1,yes,not_applicable,not_applicable,0.4016,0.1858,0.2168,0.8684,0.8,0.087,0.05,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_04,financial,constrained,Budget,2,5,3,5.0,1,yes,not_applicable,not_applicable,0.2318,0.0958,0.0,0.7143,0.8095238095238095,0.045,0.19047619047619047,well_below_thrifty,0.276,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_05,financial,constrained,Budget,2,5,4,5.0,1,yes,not_applicable,not_applicable,0.373,0.1826,0.0,0.8,0.875,0.0,0.14285714285714285,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_06,financial,constrained,Budget,2,5,3,5.0,1,yes,not_applicable,not_applicable,0.2097,0.0908,0.0605,0.76,0.6,0.0,0.4,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_07,financial,constrained,Lowest Cost,3,5,5,3.0,1,partial,not_applicable,not_applicable,0.4232,0.1234,0.0,0.6,0.8,0.0,0.1111111111111111,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_08,financial,constrained,Fixed Income,5,5,5,5.0,1,yes,not_applicable,not_applicable,0.2348,0.2761,0.1814,0.8846,0.8571428571428571,0.0,0.14285714285714285,no_cost_provided,,indeterminate_horizon,1.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_09,financial,constrained,Energy Cost,3,5,5,5.0,1,not_applicable,not_applicable,yes,0.2281,0.1348,0.027,0.9194,0.5333333333333333,0.0,0.06666666666666667,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_10,financial,constrained,Govt Policy,3,5,3,5.0,1,yes,not_applicable,not_applicable,0.3793,0.1047,0.0,0.7647,0.6428571428571429,0.071,0.2857142857142857,well_below_thrifty,0.609,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_11,financial,constrained,Opportunity Cost,4,5,3,5.0,2,yes,not_applicable,yes,0.2213,0.1405,0.3963,0.8889,0.6470588235294118,0.0,0.125,well_below_thrifty,0.23,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_12,financial,constrained,Medical Expense,5,5,4,5.0,1,yes,not_applicable,not_applicable,0.1529,0.1274,0.0438,0.8333,0.5652173913043478,0.0,0.13333333333333333,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_13,financial,constrained,Cross-Category,5,5,4,5.0,2,yes,not_applicable,yes,0.3109,0.2133,0.0363,0.92,0.7142857142857143,0.0,0.2,well_below_thrifty,0.424,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_14,financial,constrained,Cross-Category,3,5,2,3.0,2,partial,not_applicable,partial,0.3068,1.0,0.0193,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_15,financial,constrained,Cross-Category,5,5,4,5.0,1,yes,not_applicable,not_applicable,0.4118,0.2341,0.2642,0.9615,1.0,0.091,0.1111111111111111,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_16,financial,constrained,Food Scarsity,5,5,5,5.0,1,yes,not_applicable,not_applicable,0.2468,0.0842,0.0,0.6957,0.9333333333333333,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_17,financial,constrained,Shared Resources,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.235,0.17,0.0772,0.8421,0.6666666666666666,0.062,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_18,financial,constrained,Seasonal/Inflation,5,5,5,5.0,1,yes,not_applicable,not_applicable,0.2632,0.3163,0.045,0.9167,1.0,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_19,financial,constrained,Weight Loss,5,5,4,5.0,1,yes,not_applicable,not_applicable,0.2598,0.179,0.0615,0.9483,0.8,0.0,0.11764705882352941,well_below_thrifty,0.46,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,fin_con_20,financial,constrained,Bulk/Cheap prices,5,5,4,5.0,1,yes,not_applicable,not_applicable,0.293,0.2166,0.0414,0.931,0.5454545454545454,0.125,0.09090909090909091,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_01,lifestyle,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.1563,0.0939,0.0521,0.807,0.7592592592592593,0.038,0.05263157894736842,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_02,lifestyle,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.3659,1.0,0.0143,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_03,lifestyle,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.2297,0.0682,0.0145,0.75,0.631578947368421,0.043,0.14285714285714285,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_04,lifestyle,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.2341,1.0,0.0288,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_05,lifestyle,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.3772,0.1761,0.0,0.871,0.8181818181818182,0.111,0.07692307692307693,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_06,lifestyle,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.2238,0.1257,0.003,0.9388,0.7027027027027027,0.081,0.037037037037037035,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_07,lifestyle,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2266,1.0,0.0615,1.0,1.0,0.0,0.3333333333333333,no_cost_provided,,meets_who_guideline,0.3333333333333333,180.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_08,lifestyle,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2914,0.1949,0.0539,0.913,0.7777777777777778,0.034,0.07692307692307693,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_09,lifestyle,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.3269,1.0,0.0831,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_10,lifestyle,baseline,,5,5,2,,0,not_applicable,not_applicable,not_applicable,0.2298,0.0986,0.0426,0.75,0.6206896551724138,0.0,0.17391304347826086,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_11,lifestyle,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.4606,1.0,0.06,1.0,0.2857142857142857,0.0,0.25,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
